    h   k l FREE    FP  SIGFP  FCalc PHICalc 
112 -32 7 3    1  58.88  0.01  53.73   0.93  
113 -32 7 4    1  66.19  0.01  51.47   -2.46 
114 -32 7 5    1  39.45  0.01  49.46   2.64  
115 -32 7 6    1  23.51  0.01  26.17   -0.71 
116 -32 7 7    1  46.97  0.01  39.56   0.02  
117 -32 7 8    1  40.76  0.01  43.73   1.37  
118 -32 7 9    1  62.42  0.01  73.34   -1.96 
119 -32 7 10   0  36.83  0.01  31.06   0.60  
120 -32 7 11   1  59.28  0.01  63.46   -0.71 
121 -32 8 1    1  95.87  0.01  85.88   -3.07 
122 -32 8 2    1  68.20  0.01  105.29  0.45  
123 -32 8 3    1  94.93  0.01  88.44   -0.65 
124 -32 8 4    1  52.79  0.01  65.75   2.27  
125 -32 8 6    1  46.80  0.01  18.19   0.99  
126 -32 8 7    1  24.37  0.01  41.50   0.60  
127 -32 8 8    0  65.00  0.01  87.46   -0.07 
128 -32 8 9    1  57.17  0.01  60.66   0.68  
129 -32 8 10   1  28.31  0.01  40.67   -1.98 
130 -32 9 1    1  76.57  0.01  85.44   2.84  
131 -32 9 2    1  117.88 0.01  121.17  2.87  
132 -32 9 3    1  66.02  0.01  53.53   -2.56 
133 -32 9 4    1  27.07  0.01  47.19   1.09  
134 -32 9 5    1  79.94  0.01  48.72   2.67  
135 -32 9 6    0  32.65  0.01  29.10   0.50  
136 -32 9 7    1  34.79  0.01  68.45   2.92  
137 -32 9 8    1  42.76  0.01  41.89   -2.21 
138 -31 1 15   1  41.05  0.01  54.03   -1.23 
139 -31 2 1    1  192.46 0.01  176.65  -2.64 
140 -31 2 2    1  26.66  0.01  49.73   -2.05 
141 -31 2 15   1  26.98  0.01  20.97   1.53  
142 -31 3 1    1  98.11  0.01  120.21  0.51  
143 -31 3 2    1  66.22  0.01  53.81   -0.13 
144 -31 3 3    1  7.78   0.01  17.31   -0.87 
145 -31 3 15   1  82.84  0.01  88.58   -1.64 
146 -31 4 1    1  38.63  0.01  41.29   0.05  
147 -31 4 2    1  111.05 0.01  101.67  0.82  
148 -31 4 3    1  58.19  0.01  39.55   1.50  
149 -31 4 6    1  11.34  0.01  33.57   2.61  
150 -31 4 8    1  19.18  0.01  16.66   -2.41 
151 -31 4 9    1  39.40  0.01  56.69   1.51  
152 -31 4 11   1  34.55  0.01  35.74   1.21  
153 -31 4 12   1  48.41  0.01  24.41   2.93  
154 -31 4 14   1  69.16  0.01  65.95   0.09  
155 -31 5 1    1  40.92  0.01  47.94   -1.38 
156 -31 5 3    1  94.51  0.01  89.44   -0.43 
157 -31 5 4    1  53.16  0.01  67.21   2.83  
158 -31 5 5    1  49.07  0.01  53.04   -0.87 
159 -31 5 6    1  114.06 0.01  114.08  -1.72 
160 -31 5 7    1  47.20  0.01  39.70   3.13  
161 -31 5 9    1  39.71  0.01  60.47   3.03  
162 -31 5 10   1  31.30  0.01  31.59   1.95  
163 -31 5 11   1  61.04  0.01  65.83   -1.13 
164 -31 5 12   1  51.20  0.01  52.50   -1.34 
165 -31 5 13   1  138.52 0.01  143.27  -0.80 
166 -31 5 14   1  60.54  0.01  35.09   -2.19 
167 -31 6 1    0  56.59  0.01  33.39   -0.38 
168 -31 6 2    1  57.14  0.01  67.65   -0.36 
169 -31 6 4    1  34.25  0.01  48.09   -0.54 
170 -31 6 5    1  65.53  0.01  75.19   -0.56 
171 -31 6 7    1  59.02  0.01  22.11   1.47  
172 -31 6 8    1  28.91  0.01  48.92   0.83  
173 -31 6 9    1  81.63  0.01  90.65   2.66  
174 -31 6 10   1  18.65  0.01  17.15   -2.26 
175 -31 6 11   1  17.84  0.01  31.42   1.35  
176 -31 6 12   1  63.22  0.01  64.75   -2.37 
177 -31 6 13   1  47.56  0.01  58.91   -3.03 
178 -31 7 1    0  65.86  0.01  80.40   -2.34 
179 -31 7 2    0  86.35  0.01  63.54   -0.93 
180 -31 7 3    1  52.78  0.01  57.97   -0.20 
181 -31 7 4    1  90.34  0.01  59.74   -0.65 
182 -31 7 5    1  75.60  0.01  86.73   0.70  
183 -31 7 6    1  92.21  0.01  96.51   -0.95 
184 -31 7 7    1  13.56  0.01  37.23   -2.59 
185 -31 7 8    1  68.77  0.01  88.75   2.72  
186 -31 7 9    1  53.60  0.01  25.53   -0.86 
187 -31 7 10   1  24.67  0.01  33.27   0.10  
188 -31 7 11   1  42.40  0.01  34.52   1.76  
189 -31 7 12   1  61.56  0.01  55.12   -0.99 
190 -31 8 1    1  91.43  0.01  91.81   0.09  
191 -31 8 2    1  30.13  0.01  16.97   2.33  
192 -31 8 4    1  73.12  0.01  64.87   0.13  
193 -31 8 5    1  47.62  0.01  57.01   -1.19 
194 -31 8 6    1  40.93  0.01  26.81   -2.80 
195 -31 8 7    0  91.86  0.01  98.14   0.35  
196 -31 8 8    1  24.59  0.01  27.68   -2.60 
197 -31 8 9    1  50.88  0.01  25.41   -2.01 
198 -31 8 10   0  15.16  0.01  18.54   -2.54 
199 -31 8 11   1  15.18  0.01  21.27   1.78  
200 -31 9 1    1  45.68  0.01  19.86   -2.59 
    
    
